"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7782","0","166.9","108.2","-0.6","157"
"","Haryana","7074","0","130.0","124.1","-2.0","235"
"","Rajasthan","7206","93","150.6","69.6","2.5","389"
"","Delhi","4323","0","91.7","78.5","-0.2","148"
"","UP","14636","0","295.1","134.8","-0.2","456"
"","Uttarakhand","1786","0","38.5","13.4","1.4","169"
"","HP","1154","0","24.0","-2.9","1.7","158"
"","J&K","1899","475","36.4","16.5","-1.9","324"
"","Chandigarh","270","0","5.5","6.0","-0.5","14"
"WR","Chhattisgarh","3459","0","81.9","32.8","-0.7","316"
"","Gujarat","11043","0","247.1","76.3","-2.2","436"
"","MP","6651","0","137.6","60.9","-2.1","421"
"","Maharashtra","17778","0","383.3","116.7","-1.8","732"
"","Goa","436","0","9.1","8.0","0.6","96"
"","DD","298","0","6.8","7.1","-0.3","-5"
"","DNH","734","0","16.9","17.3","-0.4","43"
"","Essar steel","366","0","7.3","6.2","1.1","285"
"SR","Andhra Pradesh","6654","0","150.3","18.2","2.2","508"
"","Telangana","6631","0","144.3","95.9","1.6","401"
"","Karnataka","8165","0","176.8","78.2","2.5","590"
"","Kerala","3328","0","63.2","46.6","1.0","117"
"","Tamil Nadu","12937","0","269.8","104.2","-4.5","881"
"","Pondy","312","0","6.6","7.0","-0.4","28"
"ER","Bihar","3437","100","69.8","67.1","0.5","325"
"","DVC","2565","0","60.7","-23.4","-1.7","298"
"","Jharkhand","1067","0","23.2","16.4","1.0","110"
"","Odisha","3970","0","77.3","19.9","1.9","356"
"","West Bengal","7936","0","160.7","54.3","3.3","339"
"","Sikkim","84","0","1.3","1.3","0.0","25"
"NER","Arunachal Pradesh","113","2","1.9","2.4","-0.5","25"
"","Assam","1475","136","28.7","22.5","2.5","221"
"","Manipur","134","1","1.8","2.4","-0.5","15"
"","Meghalaya","272","0","4.7","2.0","-0.2","60"
"","Mizoram","73","7","1.2","1.3","-0.2","2"
"","Nagaland","101","4","1.6","1.8","-0.2","17"
"","Tripura","254","1","3.8","4.0","0.0","73"
