"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.040","0.00","0.23","3.15","3.38","61.68","34.94"
"SR GRID","0.040","0.00","0.23","3.15","3.38","61.68","34.94"
