"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5019","0","98.2","44.3","-0.2","122"
"","Haryana","5543","0","105.6","56.9","-0.9","315"
"","Rajasthan","9630","0","206.0","73.4","2.6","290"
"","Delhi","3137","0","55.2","40.8","-0.1","234"
"","UP","10282","980","218.8","105.3","-1.0","356"
"","Uttarakhand","1648","0","31.8","24.2","1.2","163"
"","HP","1218","13","22.3","18.2","-0.4","87"
"","J&K","2028","507","42.4","35.1","1.2","266"
"","Chandigarh","164","0","3.0","3.3","0.3","5"
"WR","Chhattisgarh","3016","96","66.5","23.4","-1.2","42"
"","Gujarat","11991","0","255.9","74.3","-5.4","292"
"","MP","10448","0","216.7","129.3","-1.5","226"
"","Maharashtra","17497","15","378.5","98.7","-5.3","555"
"","Goa","370","0","7.5","7.6","-0.7","0"
"","DD","270","0","6.2","6.3","-0.1","17"
"","DNH","677","0","16.0","16.1","-0.1","0"
"","Essar steel","264","0","5.4","5.0","0.5","145"
"SR","Andhra Pradesh","5389","0","113.8","15.9","0.4","250"
"","Telangana","5568","0","120.9","80.5","-0.4","304"
"","Karnataka","7033","800","155.7","23.4","-1.0","417"
"","Kerala","3058","0","57.0","44.4","1.9","184"
"","Tamil Nadu","8767","0","183.4","76.5","3.2","432"
"","Pondy","209","0","4.2","4.3","-0.1","29"
"ER","Bihar","3412","-200","63.8","60.2","1.3","350"
"","DVC","2541","0","56.4","-10.0","-1.0","300"
"","Jharkhand","882","0","23.5","10.6","0.6","0"
"","Odisha","3694","0","66.9","25.1","0.9","300"
"","West Bengal","5957","0","115.2","22.6","-0.5","200"
"","Sikkim","105","0","1.3","1.1","0.2","50"
"NER","Arunachal Pradesh","118","3","1.5","1.5","0.0","62"
"","Assam","1230","33","20.2","13.9","1.2","193"
"","Manipur","148","1","2.3","2.5","-0.1","35"
"","Meghalaya","328","0","4.3","4.7","-0.8","47"
"","Mizoram","75","5","1.3","1.2","0.0","30"
"","Nagaland","108","5","1.7","1.6","0.0","69"
"","Tripura","208","0","3.1","0.2","2.0","53"
