"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","538","1214","530","412","10","2704"
"Hydro","122","20","60","39","8","249"
"Nuclear","25","19","36","0","0","79"
"Gas, Naptha & Diesel","33","36","26","0","29","124"
"RES (Wind, Solar, Biomass & Others)","65","56","161","1","0","283"
"Total","782","1345","814","452","47","3440"
