"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","46172","43382","36170","19335","2360","147419"
"Peak Shortage (MW)","432","52","0","0","135","619"
"Energy Met (MU)","1097","1076","835","447","42","3495"
"Hydro Gen (MU)","295","10","48","95","28","476"
"Wind Gen (MU)","48","131","177","----------","----------","357"
"Solar Gen (MU)*","12.04","18.20","56.77","0.88","0.01","88"
"Energy Shortage (MU)","8.8","0.0","0.0","0.0","1.6","10.4"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","54057","47210","37149","21017","2267","159728"
"","00:07","00:00","21:37","23:13","19:43","00:00"
