"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9378","0","206.7","94.8","1.3","200","0.0"
"","Haryana","7865","225","168.7","110.9","3.3","463","0.5"
"","Rajasthan","9756","0","199.7","73.8","2.1","389","0.0"
"","Delhi","5553","0","107.3","81.0","-0.9","487","0.0"
"","UP","17231","470","399.1","189.5","1.6","366","0.0"
"","Uttarakhand","1955","0","40.4","12.7","0.3","148","0.0"
"","HP","1296","0","25.7","7.7","0.9","264","0.3"
"","J&K","2235","559","40.3","21.4","4.1","335","9.6"
"","Chandigarh","262","0","5.3","5.8","-0.5","13","0.0"
"WR","Chhattisgarh","3381","0","82.2","24.4","-1.9","92","0.0"
"","Gujarat","13761","0","295.3","47.6","1.1","488","0.0"
"","MP","7439","0","164.0","104.0","0.8","299","0.0"
"","Maharashtra","17475","0","374.6","107.8","-1.3","578","1.0"
"","Goa","408","0","8.7","8.6","-0.1","48","0.0"
"","DD","328","0","7.0","6.4","0.7","76","0.0"
"","DNH","729","0","16.4","16.3","0.1","69","0.0"
"","Essar steel","413","0","7.6","7.6","0.0","185","0.0"
"SR","Andhra Pradesh","6734","0","144.0","24.4","1.3","419","0.0"
"","Telangana","7511","0","164.0","73.0","1.4","420","0.0"
"","Karnataka","6686","0","130.7","20.2","-10.8","295","0.0"
"","Kerala","3277","0","59.9","37.5","1.7","218","0.0"
"","Tamil Nadu","12800","0","259.3","114.0","-0.3","565","0.0"
"","Pondy","338","0","6.9","7.1","-0.3","34","0.0"
"ER","Bihar","4339","0","75.3","73.4","-5.5","225","0.0"
"","DVC","2607","0","63.2","-27.8","1.3","220","0.0"
"","Jharkhand","1114","0","23.4","15.7","1.5","80","0.0"
"","Odisha","4207","0","87.6","37.5","6.5","300","0.9"
"","West Bengal","7861","0","142.4","56.8","-0.1","250","0.0"
"","Sikkim","91","0","1.0","1.1","0.0","10","0.0"
"NER","Arunachal Pradesh","105","3","1.9","2.7","-0.7","3","0.0"
"","Assam","1657","113","26.6","19.5","1.5","244","2.3"
"","Manipur","146","2","2.0","2.4","-0.4","31","0.1"
"","Meghalaya","231","0","3.7","1.0","-0.6","66","0.0"
"","Mizoram","81","0","1.3","1.3","-0.1","10","0.0"
"","Nagaland","114","1","2.0","1.9","-0.1","21","0.0"
"","Tripura","225","6","4.4","4.2","-0.5","85","0.1"
