"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.6","0.0","92.1","7.9"
"SR GRID","0.0","0.0","1.0","3.3","1.0","78.3","20.7"
