"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.81","8.41","9.22","71.72","19.05"
"SR GRID","0.00","0.00","0.81","8.41","9.22","71.72","19.05"
