"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","492","1103","441","409","10","2455"
"Hydro","312","13","35","74","18","452"
"Nuclear","26","28","46","0","0","101"
"Gas, Naptha & Diesel","33","50","9","0","21","113"
"RES (Wind, Solar, Biomass & Others)","67","160","262","1","0","491"
"Total","930","1354","793","485","49","3612"
