"","NR","WR","SR","ER","NER"
"Schedule(MU)","136.8","-91.5","40.8","-88.7","6.4"
"Actual(MU)","130.2","-98.2","38.2","-78.0","9.0"
"O/D/U/D(MU)","-6.6","-6.7","-2.6","10.7","2.6"
