"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5073","0","95.3","43.4","1.2","185"
"","Haryana","6308","0","118.3","49.4","-1.2","185"
"","Rajasthan","10167","0","214.7","73.4","4.4","314"
"","Delhi","3937","0","67.0","41.7","-1.3","288"
"","UP","10320","3055","238.0","80.6","-0.5","319"
"","Uttarakhand","1789","150","36.4","26.0","1.5","194"
"","HP","1345","0","26.0","21.1","0.8","190"
"","J&K","1971","348","38.9","35.7","3.2","211"
"","Chandigarh","235","0","4.2","3.7","0.3","38"
"WR","Chhattisgarh","3050","18","68.5","14.9","-0.6","187"
"","Gujarat","12418","0","260.4","55.0","2.9","577"
"","MP","7861","0","156.1","82.6","0.4","1212"
"","Maharashtra","17540","68","353.5","95.0","-2.2","829"
"","Goa","403","0","7.6","7.4","-0.4","138"
"","DD","238","0","5.0","5.3","-0.3","76"
"","DNH","644","0","15.1","14.9","0.4","242"
"","Essar steel","373","0","8.0","7.6","0.4","174"
"SR","Andhra Pradesh","6035","0","135.9","20.2","4.1","221"
"","Telangana","6095","125","130.0","78.2","-0.3","381"
"","Karnataka","8723","300","180.8","30.9","3.2","320"
"","Kerala","3317","125","60.8","45.5","2.6","205"
"","Tamil Nadu","11973","895","262.4","102.1","1.3","290"
"","Pondy","307","0","6.0","6.1","0.0","28"
"ER","Bihar","2638","100","54.0","50.3","-2.0","285"
"","DVC","2363","0","55.1","-25.1","-0.2","345"
"","Jharkhand","932","0","21.0","13.5","1.3","223"
"","Odisha","3223","0","59.7","20.6","1.0","425"
"","West Bengal","6239","0","112.1","20.6","0.8","312"
"","Sikkim","102","0","1.7","1.5","0.1","30"
"NER","Arunachal Pradesh","108","6","1.8","1.4","0.3","42"
"","Assam","1203","76","21.1","13.8","2.3","689"
"","Manipur","127","7","2.0","1.8","0.3","38"
"","Meghalaya","316","1","5.5","5.0","-0.9","30"
"","Mizoram","85","4","1.3","1.0","0.2","27"
"","Nagaland","118","5","1.7","1.6","-0.1","22"
"","Tripura","207","0","2.9","0.3","0.3","51"
