"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","2.5","0.8","95.5","3.7"
"SR GRID","0.0","0.0","0.8","4.8","0.8","92.4","6.9"
