"","NR","WR","SR","ER","NER"
"Schedule(MU)","77.9","-55.0","43.6","-75.9","8.0"
"Actual(MU)","84.2","-60.3","42.4","-71.1","4.9"
"O/D/U/D(MU)","6.3","-5.3","-1.2","4.8","-3.1"
