"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4799","0","89.8","35.0","1.5","338"
"","Haryana","5670","0","99.0","32.0","-0.2","412"
"","Rajasthan","8671","0","181.8","73.5","-4.6","87"
"","Delhi","3499","2","61.7","43.3","-2.0","257"
"","UP","9464","1430","203.1","72.9","-2.8","265"
"","Uttarakhand","1695","75","32.0","19.8","0.9","199"
"","HP","1317","0","24.4","18.4","0.7","103"
"","J&K","1819","100","37.3","30.4","0.6","358"
"","Chandigarh","202","0","3.7","3.2","0.5","52"
"WR","Chhattisgarh","2884","17","60.2","32.6","-23.3","350"
"","Gujarat","11360","42","237.6","32.6","-2.4","570"
"","MP","9352","34","194.4","118.6","-1.7","577"
"","Maharashtra","17040","351","355.9","106.0","8.2","500"
"","Goa","399","2","6.8","6.8","-0.3","14"
"","DD","248","1","5.3","5.6","-0.3","12"
"","DNH","615","3","14.2","13.7","0.5","49"
"","Essar steel","438","2","9.0","8.9","0.1","42"
"SR","Andhra Pradesh","11070","0","245.3","93.5","-0.1","462"
"","Karnataka","8149","600","173.2","24.4","5.4","469"
"","Kerala","3107","150","56.7","34.3","2.2","232"
"","Tamil Nadu","11631","731","244.5","69.9","-0.5","435"
"","Pondy","283","0","5.5","5.9","-0.4","42"
"ER","Bihar","2018","0","39.2","35.7","0.8","235"
"","DVC","2537","25","62.1","-12.3","-0.8","345"
"","Jharkhand","1026","0","21.8","10.8","0.6","220"
"","Odisha","3400","0","65.2","13.8","-0.8","380"
"","West Bengal","6226","0","96.8","5.5","3.2","445"
"","Sikkim","124","0","1.6","1.2","0.4","30"
"NER","Arunachal Pradesh","111","14","1.7","1.2","0.5","47"
"","Assam","955","168","18.0","10.9","2.1","215"
"","Manipur","126","4","1.5","1.4","0.1","52"
"","Meghalaya","286","2","5.1","3.1","0.3","64"
"","Mizoram","67","2","1.3","1.0","0.0","23"
"","Nagaland","100","5","1.7","1.3","0.1","31"
"","Tripura","168","13","3.1","-0.1","1.0","53"
