"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.0","-108.3","36.7","-48.5","2.2"
"Actual(MU)","109.7","-116.0","38.1","-43.1","4.5"
"O/D/U/D(MU)","-4.3","-7.7","1.4","5.3","2.3"
