"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.83","13.37","23.74","38.96","54.16","6.89"
"SR GRID","0.00","1.83","13.37","23.74","38.96","54.16","B. Frequency Profile (%)6.89"
