"","NR","WR","SR","ER","NER"
"Schedule(MU)","129.4","-103.1","30.3","-64.9","5.0"
"Actual(MU)","125.7","-110.6","37.1","-63.0","6.8"
"O/D/U/D(MU)","-3.7","-7.5","6.8","1.9","1.8"
