"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","535","1223","506","428","9","2701"
"Hydro","126","23","55","37","8","249"
"Nuclear","25","18","36","0","0","79"
"Gas, Naptha & Diesel","29","41","23","0","29","122"
"RES (Wind, Solar, Biomass & Others)","57","61","145","1","0","265"
"Total","772","1366","765","466","46","3415"
