"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.4","-98.7","32.2","-56.4","6.9"
"Actual(MU)","117.8","-105.8","30.1","-54.3","9.1"
"O/D/U/D(MU)","2.4","-7.1","-2.1","2.1","2.2"
