"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8945","0","199.9","123.1","-1.2","98"
"","Haryana","8677","25","175.8","122.6","-1.2","155"
"","Rajasthan","9679","0","216.7","77.6","1.1","245"
"","Delhi","5228","8","107.8","96.3","-0.5","274"
"","UP","12503","3485","289.4","148.7","3.8","708"
"","Uttarakhand","1853","75","37.8","13.7","1.6","236"
"","HP","1282","27","26.7","2.9","0.6","110"
"","J&K","1845","461","35.7","19.1","2.3","465"
"","Chandigarh","315","0","6.1","6.3","-0.8","17"
"WR","Chhattisgarh","3327","96","80.7","31.6","-0.4","308"
"","Gujarat","12722","40","294.3","83.4","-3.8","375"
"","MP","7560","0","166.2","101.1","-1.9","116"
"","Maharashtra","18951","31","410.3","119.4","4.2","496"
"","Goa","398","0","8.5","7.7","0.1","55"
"","DD","302","0","6.7","6.2","0.6","31"
"","DNH","695","0","16.3","16.2","0.0","36"
"","Essar steel","309","0","6.0","5.2","0.8","173"
"SR","Andhra Pradesh","5969","0","140.2","20.8","2.4","646"
"","Telangana","6382","0","149.2","94.2","1.1","286"
"","Karnataka","6945","500","159.2","17.2","4.5","397"
"","Kerala","3367","75","64.4","37.0","1.6","257"
"","Tamil Nadu","12542","0","280.7","101.2","-1.9","427"
"","Pondy","333","0","6.8","7.0","-0.2","26"
"ER","Bihar","3161","0","62.2","60.2","2.0","350"
"","DVC","2624","0","57.2","-15.1","-3.9","55"
"","Jharkhand","1062","0","22.9","12.9","-1.0","25"
"","Odisha","3334","0","64.7","19.0","-0.6","178"
"","West Bengal","7543","0","153.8","57.1","1.5","112"
"","Sikkim","89","0","1.4","0.9","0.5","40"
"NER","Arunachal Pradesh","115","0","1.5","2.0","-0.5","29"
"","Assam","1280","152","27.4","17.7","3.8","261"
"","Manipur","147","1","2.2","2.3","-0.1","31"
"","Meghalaya","322","0","4.6","-1.0","-0.7","70"
"","Mizoram","76","0","1.1","1.3","-0.2","5"
"","Nagaland","100","1","1.5","1.7","-0.3","5"
"","Tripura","254","4","3.3","1.3","0.0","50"
