"Share of RES in total generation (%)","10.41","7.40","19.03","0.34","0.09","9.49"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","32.80","13.32","39.42","8.25","21.38","22.61"
