"Share of RES in total generation (%)","7.69","5.38","19.80","0.22","0.09","8.62"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","26.07","9.30","32.92","5.76","15.42","18.35"
