"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","205.9","-238.5","123.5","-93.1","4.3","2.1"
"Actual(MU)","195.0","-241.3","129.5","-83.4","2.7","2.5"
"O/D/U/D(MU)","-10.9","-2.8","6.1","9.7","-1.6","0.4"
