"","NR","WR","SR","ER","NER"
"Schedule(MU)","124.3","-109.5","31.4","-56.1","6.5"
"Actual(MU)","110.6","-117.2","39.3","-45.2","8.1"
"O/D/U/D(MU)","-13.7","-7.7","7.9","10.9","1.6"
