"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","559","1009","381","395","8","2353"
"Hydro","316","18","85","100","26","545"
"Nuclear","27","30","45","0","0","102"
"Gas, Naptha & Diesel","25","44","24","0","25","118"
"RES (Wind, Solar, Biomass & Others)","32","114","313","1","0","460"
"Total","959","1215","848","496","59","3578"
