"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.8","-112.7","60.4","-42.8","0.9"
"Actual(MU)","103.8","-116.5","61.2","-49.3","2.5"
"O/D/U/D(MU)","10.0","-3.8","0.8","-6.5","1.6"
