"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6948","0","154.2","107.5","0.2","193","0.0"
"","Haryana","6958","143","146.0","120.1","-1.2","141","3.9"
"","Rajasthan","9242","0","193.3","64.3","1.4","320","0.1"
"","Delhi","5438","0","109.7","94.7","-0.9","184","0.0"
"","UP","16839","340","359.8","160.2","1.4","368","3.8"
"","Uttarakhand","1933","0","40.5","18.1","0.2","168","0.0"
"","HP","1377","0","27.7","4.5","3.1","303","0.0"
"","J&K","2175","544","42.3","15.1","3.8","268","10.0"
"","Chandigarh","276","0","5.6","6.1","-0.5","7","0.0"
"WR","Chhattisgarh","3341","0","77.8","14.9","0.3","282","0.5"
"","Gujarat","15462","0","332.0","82.1","2.5","654","0.0"
"","MP","7779","0","169.7","92.1","-0.8","436","0.0"
"","Maharashtra","20178","0","447.4","138.7","1.0","853","0.0"
"","Goa","473","0","9.1","8.3","0.7","65","0.0"
"","DD","324","0","7.2","6.2","1.0","84","0.0"
"","DNH","713","0","16.2","16.1","0.0","28","0.0"
"","Essar steel","416","0","7.9","7.4","0.5","198","0.0"
"SR","Andhra Pradesh","8000","0","167.6","61.4","2.7","963","0.0"
"","Telangana","7207","0","149.9","65.8","-3.2","546","0.0"
"","Karnataka","8612","0","188.0","84.3","4.8","612","0.0"
"","Kerala","3200","0","62.3","50.2","0.8","240","0.0"
"","Tamil Nadu","14252","0","320.4","113.9","-0.6","814","0.0"
"","Pondy","364","0","7.7","7.9","-0.2","34","0.0"
"ER","Bihar","4070","0","79.0","74.2","1.4","350","0.0"
"","DVC","2990","0","63.1","-44.8","-1.7","370","0.0"
"","Jharkhand","1027","0","22.5","17.8","-0.7","140","0.0"
"","Odisha","3963","0","81.9","20.7","1.4","350","0.0"
"","West Bengal","7492","0","148.3","41.7","1.2","345","0.0"
"","Sikkim","70","0","0.9","1.4","-0.5","14","0.0"
"NER","Arunachal Pradesh","110","2","2.0","2.4","-0.4","8","0.1"
"","Assam","1565","50","24.9","18.4","1.8","168","1.0"
"","Manipur","129","7","2.0","1.7","0.4","12","0.1"
"","Meghalaya","217","0","3.6","1.4","-0.7","18","0.0"
"","Mizoram","58","14","1.2","1.1","0.1","12","0.1"
"","Nagaland","100","7","2.0","1.9","-0.1","16","0.1"
"","Tripura","234","6","3.9","2.6","-0.7","11","0.1"
