"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","152.2","-125.8","45.3","-73.1","0.0","-1.4"
"Actual(MU)","155.5","-128.6","49.3","-69.4","-3.9","2.9"
"O/D/U/D(MU)","3.3","-2.8","4.0","3.7","-3.9","4.3"
