"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5746","0","116.1","67.2","1.4","248"
"","Haryana","6146","0","113.8","80.1","-0.8","195"
"","Rajasthan","7853","0","178.5","61.0","1.6","377"
"","Delhi","3900","0","85.3","60.8","-1.1","177"
"","UP","11312","570","232.7","104.2","-3.2","327"
"","Uttarakhand","1606","40","35.5","23.0","0.6","189"
"","HP","1195","0","24.8","11.4","-0.7","210"
"","J&K","1831","366","37.5","23.9","-0.2","240"
"","Chandigarh","223","0","4.6","4.4","0.3","26"
"WR","Chhattisgarh","3366","0","74.8","26.7","-4.5","168"
"","Gujarat","13635","0","305.0","61.3","3.1","449"
"","MP","6831","0","149.8","92.2","-1.0","202"
"","Maharashtra","19293","46","422.0","112.4","-1.4","661"
"","Goa","432","0","9.4","8.4","0.3","102"
"","DD","294","0","6.5","6.8","-0.3","34"
"","DNH","722","0","16.8","16.9","0.1","34"
"","Essar steel","440","0","8.7","8.6","0.1","132"
"SR","Andhra Pradesh","5835","0","130.5","19.4","2.2","839"
"","Telangana","5447","0","125.4","76.6","1.2","248"
"","Karnataka","7431","400","163.6","30.0","3.3","530"
"","Kerala","3278","125","60.3","37.1","1.4","216"
"","Tamil Nadu","10561","955","235.4","103.1","-1.9","565"
"","Pondy","322","0","6.7","6.5","0.2","46"
"ER","Bihar","2519","0","37.5","42.0","-5.7","375"
"","DVC","2272","0","53.3","-16.3","1.4","255"
"","Jharkhand","911","0","16.9","11.6","-2.5","0"
"","Odisha","3252","0","63.9","18.6","2.8","210"
"","West Bengal","5611","26","102.1","29.8","-3.1","0"
"","Sikkim","85","0","1.8","1.1","0.7","8"
"NER","Arunachal Pradesh","89","5","0.9","1.6","-0.7","21"
"","Assam","1154","141","18.5","12.2","1.4","180"
"","Manipur","103","6","1.6","2.1","-0.5","16"
"","Meghalaya","259","1","4.2","2.9","0.2","103"
"","Mizoram","79","2","1.2","1.0","0.2","29"
"","Nagaland","79","4","1.9","1.5","0.4","21"
"","Tripura","187","8","2.8","0.4","0.4","61"
