"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.14","3.13","16.94","20.21","56.39","23.40"
"SR GRID","0.00","0.14","3.13","16.94","20.21","56.39","B. Frequency Profile (%)23.40"
