"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","214.8","-231.3","98.5","-84.1","-3.4","-5.4"
"Actual(MU)","201.5","-219.0","100.3","-76.1","-2.9","3.8"
"O/D/U/D(MU)","-13.3","12.3","1.8","7.9","0.5","9.2"
