"","NR","WR","SR","ER","NER"
"Schedule(MU)","80.9","-94.4","39.3","-27.4","0.0"
"Actual(MU)","89.3","-105.4","40.7","-24.1","0.0"
"O/D/U/D(MU)","8.4","-10.9","1.4","3.2","0.0"
