"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","43545","53367","42721","19683","2512","161828"
"Peak Shortage (MW)","1582","311","0","0","109","2002"
"Energy Met (MU)","942","1267","952","424","42","3627"
"Hydro Gen (MU)","160","38","114","79","17","408"
"Wind Gen (MU)","6","20","18","----------","----------","45"
"Solar Gen (MU)*","21.91","19.62","70.52","0.87","0.02","113"
"Energy Shortage (MU)","11.6","15.2","0.0","0.0","0.1","26.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","45348","56850","42852","20620","2542","163260"
"","18:35","11:00","18:26","19:18","17:39","18:36"
