"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5388","0","112.1","72.1","-0.9","133"
"","Haryana","5620","0","116.1","83.1","-1.1","185"
"","Rajasthan","7527","0","163.0","47.4","-0.2","332"
"","Delhi","4351","0","86.8","68.3","-1.1","230"
"","UP","12579","1710","272.3","131.5","2.0","490"
"","Uttarakhand","1569","0","33.7","20.4","0.0","75"
"","HP","1122","0","23.3","7.4","-1.0","102"
"","J&K","1368","100","28.5","19.0","-3.2","148"
"","Chandigarh","203","0","4.1","4.5","-0.4","18"
"WR","Chhattisgarh","3098","53","76.0","22.1","0.6","353"
"","Gujarat","12844","4","280.4","46.5","0.5","865"
"","MP","6408","8","142.1","70.6","0.9","496"
"","Maharashtra","17646","48","390.0","120.2","1.9","731"
"","Goa","324","0","8.1","6.6","1.2","43"
"","DD","273","0","6.2","6.0","0.2","31"
"","DNH","649","1","13.9","14.2","-0.2","39"
"","Essar steel","569","1","12.1","12.6","-0.5","0"
"SR","Andhra Pradesh","10917","800","246.5","95.5","1.2","556"
"","Karnataka","7420","300","154.0","25.8","1.8","387"
"","Kerala","2967","0","57.5","31.4","0.9","236"
"","Tamil Nadu","11625","657","276.7","98.5","5.8","304"
"","Pondy","297","0","6.2","6.4","-0.1","41"
"ER","Bihar","2343","200","43.2","39.3","1.4","220"
"","DVC","2382","0","52.7","-11.7","-0.1","240"
"","Jharkhand","918","0","17.1","11.5","-1.0","160"
"","Odisha","3067","0","65.9","22.9","-0.6","210"
"","West Bengal","5860","52","102.1","21.3","1.8","190"
"","Sikkim","61","0","0.8","1.0","-0.1","24"
"NER","Arunachal Pradesh","99","6","1.5","1.5","0.0","42"
"","Assam","1200","8","19.0","12.5","1.0","123"
"","Manipur","95","5","1.4","1.4","0.0","22"
"","Meghalaya","161","14","3.1","2.1","0.4","96"
"","Mizoram","68","7","1.1","1.0","-0.2","27"
"","Nagaland","84","1","1.1","1.6","-0.6","20"
"","Tripura","198","2","2.4","1.5","-0.9","29"
