"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4984","0","92.4","50.2","1.3","242"
"","Haryana","5719","0","102.4","49.2","-0.4","305"
"","Rajasthan","9525","0","203.8","69.9","3.3","454"
"","Delhi","3185","0","59.2","43.9","-1.9","120"
"","UP","10066","2550","221.5","90.2","3.2","500"
"","Uttarakhand","1683","40","31.8","22.7","1.1","145"
"","HP","1357","17","24.8","17.6","0.9","131"
"","J&K","1892","0","33.5","28.3","2.6","257"
"","Chandigarh","189","0","3.5","3.3","0.1","28"
"WR","Chhattisgarh","3045","18","63.8","12.9","-1.7","194"
"","Gujarat","12662","0","285.8","60.4","-2.3","602"
"","MP","8871","0","200.2","126.3","-1.9","204"
"","Maharashtra","19629","861","416.8","122.2","1.3","540"
"","Goa","363","0","7.7","7.6","-0.2","69"
"","DD","267","0","6.0","6.3","-0.3","3"
"","DNH","627","0","15.7","14.5","1.2","32"
"","Essar steel","428","0","9.3","9.0","0.2","94"
"SR","Andhra Pradesh","5644","0","130.6","32.4","5.9","626"
"","Telangana","5718","300","122.1","65.5","1.6","230"
"","Karnataka","7548","600","166.4","17.6","2.3","312"
"","Kerala","3038","150","58.2","31.7","1.8","300"
"","Tamil Nadu","10378","773","231.6","77.3","1.3","324"
"","Pondy","293","0","5.7","5.8","0.0","34"
"ER","Bihar","2555","100","48.8","47.2","0.7","270"
"","DVC","2485","0","55.9","-12.5","1.1","220"
"","Jharkhand","912","0","19.8","10.9","0.2","120"
"","Odisha","3619","50","68.4","23.1","4.0","360"
"","West Bengal","6519","0","117.7","21.2","3.3","340"
"","Sikkim","93","0","1.6","1.2","0.5","30"
"NER","Arunachal Pradesh","107","1","1.9","1.5","0.3","40"
"","Assam","1183","75","21.1","13.9","2.2","138"
"","Manipur","135","2","2.2","2.2","0.1","41"
"","Meghalaya","282","2","4.3","4.1","-0.7","25"
"","Mizoram","74","1","1.2","1.1","0.1","19"
"","Nagaland","110","2","2.1","1.3","0.3","36"
"","Tripura","204","2","2.6","0.8","-0.4","39"
