"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.9","-85.3","35.4","-39.6","-1.4"
"Actual(MU)","104.5","-104.2","30.0","-29.0","-1.3"
"O/D/U/D(MU)","13.6","-18.9","-5.4","10.6","0.1"
