"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5401","0","116.5","28.5","-0.3","93","0.0"
"","Haryana","6110","0","122.0","65.5","1.5","281","1.4"
"","Rajasthan","10270","1316","209.2","63.5","3.4","422","0.0"
"","Delhi","3520","0","63.9","50.7","-0.2","188","0.0"
"","UP","13433","220","278.9","106.3","2.2","767","10.7"
"","Uttarakhand","1993","0","35.8","27.0","0.6","163","0.0"
"","HP","1521","0","27.0","22.4","0.8","164","0.2"
"","J&K","1992","444","44.6","39.8","0.6","190","9.2"
"","Chandigarh","191","0","3.2","3.1","0.1","23","0.0"
"WR","Chhattisgarh","3531","0","78.0","20.2","0.3","244","0.0"
"","Gujarat","14426","0","315.1","134.2","5.6","668","1.5"
"","MP","10020","0","197.3","112.6","-2.7","225","0.0"
"","Maharashtra","20825","0","441.2","137.0","4.2","268","0.0"
"","Goa","509","0","9.2","9.6","-1.0","-10","0.0"
"","DD","335","0","7.5","7.1","0.4","54","0.0"
"","DNH","753","0","17.2","16.6","0.6","74","0.0"
"","Essar steel","477","0","9.8","9.3","0.5","186","0.0"
"SR","Andhra Pradesh","8824","0","177.3","44.3","-0.5","805","0.0"
"","Telangana","9996","0","206.8","97.4","0.2","430","0.0"
"","Karnataka","10170","0","222.5","86.5","-3.0","401","0.0"
"","Kerala","3581","0","71.9","50.1","1.6","281","0.0"
"","Tamil Nadu","14270","0","316.5","163.2","-1.5","560","0.0"
"","Pondy","350","0","7.0","7.3","-0.3","59","0.0"
"ER","Bihar","4179","0","72.8","59.2","4.5","250","0.0"
"","DVC","3044","0","69.4","-52.0","-1.5","50","0.0"
"","Jharkhand","1111","0","23.0","14.9","1.0","120","0.0"
"","Odisha","4146","0","78.9","33.5","2.0","550","0.0"
"","West Bengal","6851","0","124.0","19.4","1.6","300","0.0"
"","Sikkim","104","0","1.5","1.5","0.0","20","0.0"
"NER","Arunachal Pradesh","108","1","1.7","1.8","-0.1","79","0.0"
"","Assam","1401","24","22.4","18.5","1.1","100","0.4"
"","Manipur","182","6","2.6","2.6","0.1","12","0.0"
"","Meghalaya","317","4","6.1","3.4","0.2","52","0.0"
"","Mizoram","85","1","1.9","1.0","0.5","28","0.0"
"","Nagaland","119","10","2.0","1.8","0.1","66","0.0"
"","Tripura","227","2","4.1","2.2","0.8","45","0.0"
