"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","46472","38093","32221","16684","2100","135570"
"Peak Shortage (MW)","2833","279","467","0","185","3764"
"Energy Met (MU)","1074","866","720","368","38","3065"
"Hydro Gen(MU)","306","19","27","53","17","422"
"Wind Gen(MU)","2","33","66","----------","----------","101"
