"Share of RES in total generation (%)","7.58","11.80","31.49","0.41","0.03","13.48"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","38.62","14.50","42.04","15.67","29.79","28.01"
