"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","5.95","19.18","32.24","57.40","32.42","10.19"
"SR GRID","0.00","5.95","19.18","32.24","57.40","32.42","10.19"
