"","NR","WR","SR","ER","NER","All India"
"Coal","501","1099","505","439","8","2551"
"Lignite","15","17","51","0","0","83"
"Hydro","113","23","60","22","4","223"
"Nuclear","19","31","14","0","0","64"
"Gas, Naptha & Diesel","19","32","18","0","26","95"
"RES (Wind, Solar, Biomass & Others)","57","76","149","1","0","282"
"Total","724","1278","796","462","39","3298"
