"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.3","-109.1","49.3","-60.7","8.5"
"Actual(MU)","113.7","-104.3","52.8","-71.1","10.0"
"O/D/U/D(MU)","-0.6","4.8","3.5","-10.4","1.5"
