"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.77","11.91","13.68","61.05","25.27"
"SR GRID","0.00","0.00","1.77","11.91","13.68","61.05","B. Frequency Profile (%)25.27"
