"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.0","-78.5","33.0","-58.3","2.2"
"Actual(MU)","118.1","-96.2","36.2","-62.1","3.1"
"O/D/U/D(MU)","18.1","-17.7","3.2","-3.8","0.9"
