"","NR","WR","SR","ER","NER","All India"
"Coal","497","1153","453","415","13","2531"
"Lignite","24","12","48","0","0","84"
"Hydro","116","36","81","31","9","273"
"Nuclear","29","28","41","0","0","97"
"Gas, Naptha & Diesel","26","29","18","0","22","96"
"RES (Wind, Solar, Biomass & Others)","48","91","142","1","0","282"
"Total","741","1349","783","447","44","3364"
