"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.8","8.5","2.8","96.9","0.3"
"SR GRID","0.0","0.0","1.9","7.6","1.9","80.8","17.4"
