"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5815","0","110.5","58.1","-0.8","148"
"","Haryana","6470","0","127.6","89.7","-3.1","298"
"","Rajasthan","8468","0","185.2","40.7","1.5","287"
"","Delhi","4030","0","78.5","64.2","-0.5","150"
"","UP","13395","0","284.5","119.8","-1.1","342"
"","Uttarakhand","1690","0","34.7","24.6","-0.2","85"
"","HP","1186","0","23.5","12.6","2.6","275"
"","J&K","2088","522","40.7","22.8","1.7","324"
"","Chandigarh","194","0","4.1","4.0","0.3","19"
"WR","Chhattisgarh","3725","0","88.5","27.9","-2.0","153"
"","Gujarat","12967","5","296.9","63.3","-1.2","263"
"","MP","7913","0","176.0","97.3","-2.7","326"
"","Maharashtra","18307","0","413.5","127.3","6.5","504"
"","Goa","401","0","8.5","8.2","0.3","87"
"","DD","279","0","6.4","6.5","-0.1","17"
"","DNH","715","0","16.7","17.0","-0.3","136"
"","Essar steel","535","0","10.6","10.5","0.1","155"
"SR","Andhra Pradesh","6795","0","151.6","29.0","1.5","675"
"","Telangana","6195","0","137.2","85.1","0.3","359"
"","Karnataka","8670","700","201.4","56.7","0.6","532"
"","Kerala","3640","0","71.7","51.9","2.1","266"
"","Tamil Nadu","13482","0","316.4","136.2","2.3","842"
"","Pondy","345","0","7.4","7.6","-0.2","14"
"ER","Bihar","3380","0","61.0","58.0","-1.6","140"
"","DVC","2989","0","62.3","-34.9","-2.3","180"
"","Jharkhand","1103","0","24.5","14.4","1.6","120"
"","Odisha","3874","0","89.0","27.3","2.1","300"
"","West Bengal","7687","0","161.8","43.8","3.1","285"
"","Sikkim","67","0","0.8","0.8","0.1","24"
"NER","Arunachal Pradesh","110","2","1.7","1.7","0.0","88"
"","Assam","1125","233","16.1","11.9","0.5","212"
"","Manipur","85","25","0.7","1.8","-1.0","0"
"","Meghalaya","192","0","3.0","0.8","0.1","49"
"","Mizoram","76","4","1.1","1.1","-0.1","19"
"","Nagaland","96","4","1.7","1.5","0.1","33"
"","Tripura","235","6","4.7","3.1","1.4","101"
