"Share of RES in total generation (%)","10.35","13.38","28.19","0.37","0.02","13.73"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","47.09","16.88","40.55","20.97","47.73","31.20"
