"","NR","WR","SR","ER","NER"
"Schedule(MU)","87.1","-76.0","34.2","-48.9","3.6"
"Actual(MU)","83.8","-84.0","33.9","-40.3","6.1"
"O/D/U/D(MU)","-3.3","-8.0","-0.3","8.6","2.5"
