"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.15","3.28","3.43","61.55","35.02"
"SR GRID","0.00","0.00","0.15","3.28","3.43","61.55","B. Frequency Profile (%)35.02"
