"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.25","22.31","23.56","66.55","9.88"
"SR GRID","0.00","0.00","1.30","22.30","23.60","66.60","9.90"
