"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9553","0","210.8","128.3","-1.2","108"
"","Haryana","7626","0","157.5","132.4","-0.4","231"
"","Rajasthan","7514","0","164.6","60.4","-0.1","441"
"","Delhi","4862","0","104.1","91.1","-1.1","93"
"","UP","12361","3820","286.7","149.1","2.8","568"
"","Uttarakhand","1663","230","36.6","14.5","4.0","444"
"","HP","1234","0","25.3","2.2","1.1","189"
"","J&K","1800","450","35.3","20.5","0.1","324"
"","Chandigarh","273","0","5.6","6.2","-0.8","0"
"WR","Chhattisgarh","3311","132","76.4","28.1","1.2","404"
"","Gujarat","11752","0","265.9","69.3","-5.1","352"
"","MP","6273","0","135.2","70.2","-2.6","245"
"","Maharashtra","16731","27","366.6","106.1","5.7","454"
"","Goa","391","0","8.0","7.1","0.3","33"
"","DD","296","0","6.7","6.6","0.1","40"
"","DNH","682","0","15.6","16.0","-0.3","37"
"","Essar steel","341","0","7.2","6.4","0.8","124"
"SR","Andhra Pradesh","6450","0","139.5","22.9","-2.1","518"
"","Telangana","6173","0","141.8","93.0","-0.2","253"
"","Karnataka","7017","1446","159.9","27.5","4.1","621"
"","Kerala","3280","0","62.2","35.2","1.7","269"
"","Tamil Nadu","13627","0","298.6","101.0","2.9","384"
"","Pondy","321","0","7.0","7.0","-0.1","17"
"ER","Bihar","3013","200","65.6","62.7","0.9","285"
"","DVC","2559","0","60.9","-15.5","0.5","150"
"","Jharkhand","980","0","24.0","11.7","0.0","115"
"","Odisha","3816","0","72.5","22.2","1.0","345"
"","West Bengal","7334","0","150.1","61.1","0.8","315"
"","Sikkim","79","0","1.1","1.0","0.3","20"
"NER","Arunachal Pradesh","92","2","1.1","1.8","-0.7","25"
"","Assam","1292","187","27.3","18.2","3.8","250"
"","Manipur","140","1","2.2","2.2","0.0","44"
"","Meghalaya","295","3","4.5","2.4","-0.8","39"
"","Mizoram","76","2","1.2","1.3","-0.1","10"
"","Nagaland","104","1","1.7","1.6","-0.1","16"
"","Tripura","235","4","3.3","1.2","0.1","76"
