"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4916","0","111.6","59.3","-1.4","117"
"","Haryana","6407","0","122.7","90.1","-2.2","90"
"","Rajasthan","8842","0","193.9","59.9","2.6","369"
"","Delhi","3776","0","75.5","55.3","5.1","420"
"","UP","12902","200","278.5","90.0","-1.8","450"
"","Uttarakhand","1600","0","31.9","19.5","0.3","169"
"","HP","1213","0","23.2","14.0","0.7","105"
"","J&K","1793","448","35.1","28.7","-3.3","0"
"","Chandigarh","170","0","3.2","3.4","-0.2","16"
"WR","Chhattisgarh","3239","0","72.1","9.9","-1.7","233"
"","Gujarat","13392","0","296.2","74.2","-2.7","286"
"","MP","8049","0","180.2","107.4","-1.8","246"
"","Maharashtra","19879","0","415.2","122.2","1.9","523"
"","Goa","369","0","7.6","6.8","0.3","78"
"","DD","298","0","7.4","6.7","0.1","15"
"","DNH","755","0","17.4","17.7","-0.3","10"
"","Essar steel","381","0","7.3","6.6","0.7","240"
"SR","Andhra Pradesh","6943","0","155.5","23.4","2.7","474"
"","Telangana","7490","0","153.2","84.2","1.1","363"
"","Karnataka","9034","0","196.0","89.9","6.6","835"
"","Kerala","3163","0","59.5","51.3","1.7","233"
"","Tamil Nadu","13136","0","281.3","106.3","-0.2","614"
"","Pondy","304","0","6.7","6.8","-0.1","29"
"ER","Bihar","3489","0","66.7","64.0","0.8","190"
"","DVC","2682","0","64.1","-31.6","2.1","250"
"","Jharkhand","1036","0","21.8","15.0","0.7","150"
"","Odisha","3833","0","72.6","17.2","0.6","80"
"","West Bengal","7429","0","133.8","37.8","2.1","230"
"","Sikkim","81","0","1.2","1.5","-0.3","20"
"NER","Arunachal Pradesh","112","5","1.9","2.0","-0.1","12"
"","Assam","1478","16","24.7","19.0","1.1","136"
"","Manipur","141","1","2.3","2.1","0.2","41"
"","Meghalaya","254","11","4.8","2.5","0.7","82"
"","Mizoram","73","6","1.4","1.2","0.1","13"
"","Nagaland","113","5","1.7","1.9","-0.2","21"
"","Tripura","226","0","3.8","4.0","-0.1","89"
