"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5900","0","121.4","34.7","0.2","122","0.0"
"","Haryana","6278","0","120.5","72.3","0.0","0","0.0"
"","Rajasthan","10944","96","209.4","70.9","2.6","416","0.1"
"","Delhi","3430","0","62.4","49.2","-0.2","182","0.0"
"","UP","13592","750","281.7","98.6","3.6","706","2.3"
"","Uttarakhand","1947","0","35.5","27.2","0.2","109","0.0"
"","HP","1508","0","27.0","22.5","0.7","101","0.0"
"","J&K","2202","433","46.0","40.5","1.3","285","9.2"
"","Chandigarh","206","0","3.2","3.1","0.2","68","0.0"
"WR","Chhattisgarh","3516","0","76.8","21.8","-1.2","127","0.0"
"","Gujarat","14333","0","315.1","123.7","7.5","538","0.0"
"","MP","10009","0","194.4","107.0","-1.0","653","0.0"
"","Maharashtra","21337","0","446.0","130.8","-0.7","535","0.0"
"","Goa","472","0","9.3","9.3","-0.6","36","0.0"
"","DD","331","0","7.4","7.0","0.4","55","0.0"
"","DNH","770","0","17.9","16.5","1.4","106","0.0"
"","Essar steel","495","0","10.0","9.5","0.5","210","0.0"
"SR","Andhra Pradesh","8626","0","177.0","49.0","-1.0","674","0.0"
"","Telangana","9886","0","202.2","92.6","0.5","376","0.0"
"","Karnataka","10094","0","220.8","88.5","-0.5","410","0.0"
"","Kerala","3614","0","72.2","53.1","1.6","282","0.0"
"","Tamil Nadu","14514","0","314.6","162.6","2.0","624","0.0"
"","Pondy","351","0","7.1","7.5","-0.4","37","0.0"
"ER","Bihar","4024","0","67.4","61.3","-2.2","50","0.0"
"","DVC","3051","0","68.8","-52.0","-1.5","74","0.0"
"","Jharkhand","972","0","22.8","15.6","0.4","115","0.0"
"","Odisha","4027","0","79.8","36.0","1.8","405","0.0"
"","West Bengal","6774","0","123.8","18.8","1.7","270","0.0"
"","Sikkim","114","0","1.6","1.6","0.0","16","0.0"
"NER","Arunachal Pradesh","109","6","2.4","1.8","0.6","79","0.0"
"","Assam","1423","22","23.2","19.1","0.9","100","0.3"
"","Manipur","182","4","2.6","2.6","0.0","12","0.0"
"","Meghalaya","307","2","5.8","3.4","0.0","52","0.0"
"","Mizoram","87","3","1.7","1.0","0.4","28","0.0"
"","Nagaland","116","3","2.0","1.8","0.1","66","0.1"
"","Tripura","225","4","3.7","2.2","0.3","45","0.1"
