"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.029","0.00","0.00","3.16","3.16","79.05","17.79"
"SR GRID","0.029","0.00","0.00","3.16","3.16","79.05","17.79"
