"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.9","-98.3","36.3","-41.9","7.8"
"Actual(MU)","103.9","-113.7","35.4","-38.6","11.0"
"O/D/U/D(MU)","5.0","-15.5","-0.9","3.3","3.2"
