"","NR","WR","SR","ER","NER"
"Schedule(MU)","77.6","-48.2","56.1","-94.2","5.7"
"Actual(MU)","58.7","-35.4","56.8","-80.3","-2.6"
"O/D/U/D(MU)","-18.9","12.8","0.7","13.9","-8.3"
