"Share of RES in total generation (%)","9.91","5.55","16.66","0.27","0.10","8.39"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.66","10.68","30.58","7.06","12.74","18.88"
