"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6317","0","119.8","59.2","-0.2","426"
"","Haryana","7131","0","132.4","97.2","-1.3","275"
"","Rajasthan","8911","0","198.7","61.9","1.1","296"
"","Delhi","3966","0","78.4","63.2","0.8","242"
"","UP","13106","0","279.3","91.3","-0.4","371"
"","Uttarakhand","1799","0","35.5","21.6","0.7","169"
"","HP","1322","0","24.8","15.0","0.7","107"
"","J&K","4430","1108","36.0","27.0","-1.6","232"
"","Chandigarh","205","0","3.8","3.9","-0.1","21"
"WR","Chhattisgarh","3301","0","72.3","11.4","-3.3","256"
"","Gujarat","13601","0","303.4","79.0","-3.2","453"
"","MP","7943","0","174.7","99.4","-1.5","420"
"","Maharashtra","20183","0","426.9","131.5","-1.0","293"
"","Goa","438","0","9.1","7.6","1.2","113"
"","DD","323","0","7.5","7.1","0.1","12"
"","DNH","767","0","17.8","18.0","-0.2","50"
"","Essar steel","307","0","6.5","6.6","-0.1","125"
"SR","Andhra Pradesh","7086","0","162.5","18.6","7.2","767"
"","Telangana","7748","0","159.4","91.4","0.8","378"
"","Karnataka","8224","800","202.0","67.9","7.1","735"
"","Kerala","3303","75","66.1","43.6","2.5","264"
"","Tamil Nadu","13436","0","302.8","129.1","0.3","873"
"","Pondy","300","15","6.9","6.8","0.1","37"
"ER","Bihar","3459","0","67.1","67.5","-2.5","0"
"","DVC","2539","0","62.1","-36.0","0.8","0"
"","Jharkhand","1089","101","21.1","15.4","0.8","250"
"","Odisha","3827","0","71.8","20.5","-0.9","100"
"","West Bengal","7894","0","144.3","35.9","0.5","100"
"","Sikkim","95","0","1.3","1.2","0.1","25"
"NER","Arunachal Pradesh","111","1","2.0","2.0","0.0","21"
"","Assam","1516","22","27.0","19.8","2.4","156"
"","Manipur","145","0","2.1","1.7","0.4","48"
"","Meghalaya","260","0","4.7","1.8","0.8","128"
"","Mizoram","82","0","1.3","1.1","0.1","17"
"","Nagaland","111","1","1.8","1.7","0.0","39"
"","Tripura","265","0","3.7","3.5","0.2","120"
