"","NR","WR","SR","ER","NER","Total"
"Central Sector","4234","11547","3460","3055","200","22496"
"State Sector","5135","9324","5132","5259","110","24960"
"Total","9369","20871","8592","8314","310","F. Generation Outage(MW)47456"
