"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7805","0","177.0","125.8","0.7","357","0.0"
"","Haryana","7471","90","165.3","129.4","3.0","343","0.6"
"","Rajasthan","10441","0","226.0","62.0","2.1","390","0.0"
"","Delhi","6441","0","133.9","109.5","0.9","368","0.0"
"","UP","17483","280","369.1","165.7","0.7","398","0.0"
"","Uttarakhand","1878","0","41.2","15.4","-0.1","102","0.0"
"","HP","1336","0","27.3","1.6","3.3","275","0.0"
"","J&K","1887","472","30.8","10.4","-0.9","244","7.3"
"","Chandigarh","355","0","7.1","7.2","-0.1","33","0.0"
"WR","Chhattisgarh","3350","0","76.5","14.4","-0.7","182","0.0"
"","Gujarat","15463","0","337.8","77.7","3.0","537","0.0"
"","MP","6616","0","149.4","63.2","-1.0","511","0.0"
"","Maharashtra","20287","0","436.9","121.2","-2.8","595","0.0"
"","Goa","420","0","9.0","9.7","-1.3","80","0.0"
"","DD","325","0","7.3","6.4","0.9","83","0.0"
"","DNH","739","0","17.2","17.3","-0.1","16","0.0"
"","Essar steel","463","0","8.3","8.2","0.1","190","0.0"
"SR","Andhra Pradesh","6661","0","144.0","30.7","3.6","645","0.0"
"","Telangana","6525","0","133.4","55.5","-2.0","265","0.0"
"","Karnataka","8364","0","179.3","80.6","3.6","742","0.0"
"","Kerala","3335","0","63.2","49.2","1.5","185","0.0"
"","Tamil Nadu","13781","0","315.6","102.7","3.7","562","0.0"
"","Pondy","370","0","7.7","8.0","-0.3","29","0.0"
"ER","Bihar","3913","0","75.2","68.8","2.9","250","0.8"
"","DVC","2870","0","63.0","-42.3","-0.8","225","0.0"
"","Jharkhand","1023","0","21.9","17.9","0.2","85","0.0"
"","Odisha","3966","0","73.6","20.7","-0.7","220","0.0"
"","West Bengal","7873","0","148.4","64.1","1.0","250","0.1"
"","Sikkim","78","0","1.1","1.5","-0.4","12","0.0"
"NER","Arunachal Pradesh","100","1","2.0","1.9","0.0","27","0.0"
"","Assam","1573","93","28.5","20.2","3.8","195","0.8"
"","Manipur","131","1","2.0","1.7","0.2","24","0.0"
"","Meghalaya","255","0","4.0","0.2","-0.2","22","0.0"
"","Mizoram","75","1","1.3","1.0","0.1","27","0.0"
"","Nagaland","105","1","2.4","1.8","0.3","18","0.0"
"","Tripura","255","15","4.2","2.5","0.3","30","0.1"
