"","NR","WR","SR","ER","NER"
"Schedule(MU)","128.1","-115.2","50.0","-71.9","8.2"
"Actual(MU)","128.7","-133.5","55.3","-67.2","10.5"
"O/D/U/D(MU)","0.6","-18.3","5.3","4.7","2.3"
