"Share of RES in total generation (%)","4.05","8.18","34.69","0.14","0.06","11.80"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","42.71","11.97","56.63","20.04","38.66","31.67"
