"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5330","0","100.4","64.6","-0.3","123"
"","Haryana","5943","0","112.1","84.9","-1.1","686"
"","Rajasthan","7994","0","178.3","62.5","-0.1","276"
"","Delhi","4055","2","85.7","61.6","-1.7","68"
"","UP","11791","2555","260.1","109.1","-1.4","291"
"","Uttarakhand","1725","75","35.9","22.3","2.3","249"
"","HP","1233","0","24.7","12.0","-0.3","90"
"","J&K","1882","376","38.7","21.9","3.4","353"
"","Chandigarh","226","0","4.6","4.6","0.3","19"
"WR","Chhattisgarh","3543","0","87.6","26.3","6.0","174"
"","Gujarat","13488","0","304.5","50.9","0.4","308"
"","MP","7053","0","151.1","78.7","-1.9","341"
"","Maharashtra","19985","219","433.6","117.7","4.4","613"
"","Goa","445","0","9.5","8.0","1.0","113"
"","DD","298","0","6.6","6.5","0.0","67"
"","DNH","740","0","16.9","17.2","-0.3","15"
"","Essar steel","358","0","7.3","8.1","-0.8","98"
"SR","Andhra Pradesh","6385","0","143.5","31.6","-0.6","541"
"","Telangana","6149","134","137.5","84.0","0.4","257"
"","Karnataka","8437","400","181.0","36.3","2.7","394"
"","Kerala","3482","30","59.0","39.4","-1.5","225"
"","Tamil Nadu","11789","200","276.2","111.8","0.4","337"
"","Pondy","330","0","7.4","7.1","0.3","33"
"ER","Bihar","2654","0","50.1","50.8","-2.7","150"
"","DVC","2535","0","58.3","-15.6","-3.8","100"
"","Jharkhand","921","0","22.0","11.3","0.0","0"
"","Odisha","3521","0","73.2","20.7","0.6","200"
"","West Bengal","7172","0","131.0","42.4","-2.5","50"
"","Sikkim","63","0","0.8","1.4","-0.6","5"
"NER","Arunachal Pradesh","97","3","1.0","1.4","-0.5","31"
"","Assam","1180","136","18.5","12.5","1.3","240"
"","Manipur","103","12","1.5","2.2","-0.7","30"
"","Meghalaya","292","3","3.6","3.2","-0.7","42"
"","Mizoram","61","7","0.6","0.7","-0.1","10"
"","Nagaland","78","16","1.6","1.4","0.1","35"
"","Tripura","188","13","2.4","0.8","0.0","43"
